opportunity_id,lead_id,deal_value,stage,owner,open_date,expected_close_date,actual_close_date
O24326,L17206,45173,Closed-Lost,Richard Rodgers,2017-05-21,2017-06-28,2017-07-17
O24327,L17207,108595,Closed-Lost,Shelly Sawyer,2017-05-17,2017-06-18,2017-07-05
O24328,L17208,3563,Closed-Lost,Tanya Thomas,2017-05-08,2017-07-16,2017-08-15
O24329,L17210,100610,Closed-Won,Diane Moses,2017-05-08,2017-06-10,2017-06-05
O24330,L17211,15572,Closed-Lost,Melissa Dudley,2017-05-23,2017-06-26,2017-07-11
O24331,L17214,16944,Closed-Lost,Emily Scott,2017-05-13,2017-06-15,2017-07-06
O24332,L17216,7570,Closed-Lost,Jesse Roman,2017-05-21,2017-06-19,2017-06-16
O24333,L17217,18221,Closed-Won,Kathryn Burnett,2017-05-19,2017-08-02,2017-08-04
O24334,L17219,23610,Closed-Lost,Jessica Schmidt,2017-05-08,2017-07-01,2017-07-11
O24335,L17220,7291,Closed-Won,Brian Ramirez,2017-05-12,2017-07-28,2017-07-21
O24336,L17221,3136,Closed-Lost,Lisa Thomas,2017-05-14,2017-07-06,2017-07-29
O24337,L17222,14506,Closed-Lost,Jennifer Davis,2017-05-22,2017-08-03,2017-08-21
O24338,L17223,10295,Closed-Lost,Christopher Conway,2017-05-24,2017-08-19,2017-09-04
O24339,L17225,8439,Closed-Lost,Sarah Jordan,2017-05-10,2017-08-03,2017-08-07
O24340,L17226,1513,Closed-Lost,Robert Acosta,2017-05-10,2017-07-29,2017-08-18
O24341,L17228,13209,Closed-Won,Danielle Bell,2017-05-12,2017-07-05,2017-07-02
O24342,L17232,16056,Closed-Lost,Robert Collins,2017-05-22,2017-07-24,2017-07-27
O24343,L17234,5163,Closed-Lost,Kathy Adams,2017-05-13,2017-07-21,2017-07-30
O24344,L17235,21520,Closed-Won,Colleen May,2017-05-12,2017-07-07,2017-07-24
O24345,L17238,76727,Closed-Lost,Christina Miller,2017-05-18,2017-07-24,2017-08-07
O24346,L17241,7094,Closed-Won,Norma Blake,2017-05-26,2017-07-08,2017-07-04
O24347,L17243,2399,Closed-Lost,David Ellis,2017-05-18,2017-08-09,2017-08-28
O24348,L17244,62642,Closed-Lost,Kelly Allen,2017-05-12,2017-06-20,2017-07-16
O24349,L17246,7942,Closed-Lost,Jennifer Harmon,2017-05-24,2017-07-24,2017-08-20
O24350,L17248,2775,Closed-Won,Nicole Chambers,2017-05-13,2017-07-26,2017-07-27
O24351,L17249,5744,Closed-Won,Rachel Lowe,2017-05-24,2017-07-12,2017-07-16
O24352,L17250,41227,Closed-Lost,Gloria Rasmussen,2017-05-14,2017-07-26,2017-08-03
O24353,L17252,90884,Closed-Lost,Kevin Maldonado,2017-05-30,2017-08-20,2017-08-18
O24354,L17253,1141,Closed-Lost,Megan Roberts,2017-06-02,2017-06-24,2017-06-24
O24355,L17256,18513,Closed-Won,Kirsten Morris,2017-05-17,2017-07-11,2017-07-09
O24356,L17257,78288,Closed-Lost,Jonathan Wilson,2017-05-29,2017-08-27,2017-09-22
O24357,L17260,13693,Closed-Lost,Clayton Sullivan,2017-05-27,2017-07-31,2017-07-27
O24358,L17262,43213,Closed-Lost,Wayne Donaldson,2017-05-29,2017-07-13,2017-07-08
O24359,L17263,92346,Closed-Lost,Cynthia Blair,2017-05-31,2017-08-04,2017-08-13
O24360,L17265,4183,Closed-Lost,Mr. Stephen Mcdaniel,2017-06-04,2017-08-11,2017-09-01
O24361,L17266,17237,Closed-Lost,Anthony Bowen,2017-05-17,2017-08-10,2017-08-19
O24362,L17267,27861,Closed-Lost,Donald Baker,2017-05-24,2017-08-18,2017-09-09
O24363,L17268,60900,Closed-Lost,Janice Miller,2017-06-03,2017-08-14,2017-08-30
O24364,L17269,10115,Closed-Lost,Meghan Cruz,2017-05-31,2017-08-24,2017-09-05
O24365,L17271,13636,Closed-Lost,Cameron Campbell,2017-06-06,2017-07-03,2017-07-05
O24366,L17274,35702,Closed-Lost,Adrian Smith,2017-05-21,2017-07-09,2017-07-08
O24367,L17275,12597,Closed-Won,Sylvia Bond,2017-05-21,2017-06-29,2017-07-13
O24368,L17276,4974,Closed-Won,Helen Rodgers,2017-05-29,2017-07-06,2017-06-27
O24369,L17278,2396,Closed-Lost,Brian Craig,2017-06-06,2017-07-17,2017-07-18
O24370,L17282,305385,Closed-Lost,Brooke Marquez,2017-05-25,2017-06-17,2017-07-13
O24371,L17283,9094,Closed-Lost,Dawn Bean,2017-05-20,2017-07-22,2017-08-07
O24372,L17285,63814,Closed-Lost,Charles Gaines,2017-05-27,2017-07-05,2017-07-27
O24373,L17286,8600,Closed-Lost,Trevor Sutton,2017-05-20,2017-07-17,2017-08-01
O24374,L17287,29588,Closed-Won,Angela Elliott,2017-05-23,2017-07-13,2017-07-16
O24375,L17288,22706,Closed-Won,Kara Martinez,2017-05-29,2017-08-26,2017-09-14
O24376,L17289,25051,Closed-Lost,Christian Taylor,2017-06-04,2017-09-01,2017-09-09
O24377,L17291,1805,Closed-Lost,Jennifer Williams DDS,2017-06-06,2017-08-13,2017-08-09
O24378,L17292,7791,Closed-Lost,Kevin Leon,2017-06-07,2017-07-22,2017-07-30
O24379,L17293,77680,Closed-Won,Anthony Lambert,2017-06-05,2017-08-07,2017-08-20
O24380,L17295,133360,Closed-Lost,Thomas Smith,2017-05-22,2017-08-06,2017-08-15
O24381,L17297,17852,Closed-Lost,Mary Price,2017-06-07,2017-08-29,2017-09-25
O24382,L17298,17753,Closed-Lost,Jason Hunt,2017-05-29,2017-08-01,2017-08-17
O24383,L17299,7234,Closed-Lost,Scott Lopez Jr.,2017-05-27,2017-07-30,2017-08-23
O24384,L17300,9587,Closed-Lost,Cory Bauer,2017-05-27,2017-06-30,2017-07-07
O24385,L17303,35616,Closed-Lost,Roy Jimenez,2017-06-02,2017-08-22,2017-09-10
O24386,L17304,36767,Closed-Won,Bonnie Montoya,2017-05-29,2017-07-20,2017-08-08
O24387,L17305,84937,Closed-Lost,Emily Stewart,2017-05-30,2017-08-28,2017-08-30
O24388,L17307,17841,Closed-Won,Justin Villanueva,2017-05-26,2017-07-08,2017-07-15
O24389,L17308,6668,Closed-Lost,Patrick Lee,2017-05-30,2017-08-20,2017-08-20
O24390,L17309,172146,Closed-Lost,Karen Deleon,2017-05-29,2017-08-01,2017-08-10
O24391,L17310,54840,Closed-Won,Amanda Hart,2017-05-30,2017-06-19,2017-06-22
O24392,L17311,8470,Closed-Lost,Christopher Perkins,2017-05-31,2017-06-26,2017-07-03
O24393,L17315,1221,Closed-Lost,Katherine Dyer,2017-06-09,2017-08-03,2017-08-12
O24394,L17318,43963,Closed-Lost,Stephanie Meadows,2017-06-01,2017-07-05,2017-08-03
O24395,L17320,4871,Closed-Won,James Gilbert,2017-05-28,2017-08-06,2017-08-22
O24396,L17321,155867,Closed-Lost,Tamara Wilkinson,2017-06-04,2017-08-10,2017-08-05
O24397,L17323,4129,Closed-Won,Jacob Sanchez,2017-06-14,2017-07-17,2017-07-15
O24398,L17325,74513,Closed-Won,Faith Craig,2017-05-29,2017-07-01,2017-07-07
O24399,L17326,69563,Closed-Lost,Paula Smith,2017-06-06,2017-08-16,2017-09-10
O24400,L17331,25913,Closed-Won,Amy Ingram,2017-06-10,2017-07-29,2017-08-09
O24401,L17337,6736,Closed-Lost,Isaac Abbott,2017-05-30,2017-06-29,2017-06-29
O24402,L17339,3383,Closed-Lost,Heidi Allen,2017-06-04,2017-07-21,2017-08-09
O24403,L17340,32769,Closed-Lost,John Cooper,2017-06-15,2017-09-08,2017-09-22
O24404,L17341,3821,Closed-Won,Jeanne Ramirez,2017-06-08,2017-07-15,2017-07-06
O24405,L17343,35309,Closed-Won,Andrea Foster,2017-05-31,2017-07-24,2017-08-04
O24406,L17344,8530,Closed-Lost,Lauren Fischer,2017-06-16,2017-07-07,2017-07-19
O24407,L17348,9982,Closed-Lost,Christian Gonzales,2017-06-05,2017-08-15,2017-08-16
O24408,L17349,36362,Closed-Won,Christopher Martin,2017-06-18,2017-08-19,2017-09-06
O24409,L17350,42973,Closed-Won,Emily Woods,2017-06-14,2017-08-05,2017-07-27
O24410,L17351,6391,Closed-Lost,Tony Aguilar,2017-06-03,2017-08-24,2017-08-21
O24411,L17352,92177,Closed-Lost,Ralph Smith,2017-06-16,2017-07-09,2017-07-12
O24412,L17353,244268,Closed-Lost,Adrian Hamilton,2017-06-15,2017-08-04,2017-08-30
O24413,L17354,1619,Closed-Lost,Lisa Black MD,2017-06-01,2017-08-09,2017-09-06
O24414,L17355,14765,Closed-Won,Dr. Douglas Sullivan DVM,2017-06-03,2017-07-11,2017-07-11
O24415,L17356,5781,Closed-Lost,Craig Navarro,2017-06-02,2017-08-19,2017-08-21
O24416,L17357,14783,Closed-Lost,Joel Sanchez,2017-06-13,2017-07-31,2017-08-18
O24417,L17358,194611,Closed-Lost,Nicholas Rios,2017-06-14,2017-08-03,2017-08-26
O24418,L17359,1316,Closed-Lost,Kevin Spencer,2017-06-08,2017-08-08,2017-08-10
O24419,L17360,57382,Closed-Lost,Whitney Rodriguez,2017-06-20,2017-08-30,2017-08-31
O24420,L17362,13633,Closed-Lost,Heather Clark,2017-06-14,2017-07-12,2017-08-01
O24421,L17365,6327,Closed-Lost,Jack Atkinson,2017-06-11,2017-07-23,2017-07-27
O24422,L17367,33231,Closed-Won,Mrs. Amber Barrett,2017-06-19,2017-09-10,2017-09-16
O24423,L17370,40255,Closed-Lost,Donald Lopez,2017-06-06,2017-07-14,2017-07-25
O24424,L17373,3010,Closed-Lost,Angela Spears,2017-06-18,2017-08-20,2017-09-11
O24425,L17374,12024,Closed-Lost,Sydney Ellis,2017-06-06,2017-07-18,2017-07-29
O24426,L17375,3331,Closed-Lost,Kelly Cook,2017-06-20,2017-08-26,2017-09-25
O24427,L17378,41446,Closed-Won,Traci Hensley,2017-06-24,2017-07-27,2017-07-31
O24428,L17381,30711,Closed-Lost,Philip Bryant,2017-06-17,2017-07-29,2017-08-14
O24429,L17383,9792,Closed-Lost,Shane Smith,2017-06-09,2017-09-06,2017-09-24
O24430,L17384,6026,Closed-Lost,Savannah Clark,2017-06-17,2017-07-08,2017-07-15
O24431,L17385,36176,Closed-Lost,Shirley Patterson,2017-06-07,2017-08-16,2017-09-04
O24432,L17387,1036,Closed-Lost,Joseph Thompson,2017-06-20,2017-09-02,2017-09-27
O24433,L17388,15157,Closed-Lost,Gregory Carlson,2017-06-26,2017-09-15,2017-10-06
O24434,L17390,9206,Closed-Lost,Matthew Jackson,2017-06-08,2017-07-01,2017-07-26
O24435,L17391,101066,Closed-Won,James Jenkins,2017-06-15,2017-08-10,2017-08-20
O24436,L17392,34957,Closed-Won,George Stein Jr.,2017-06-20,2017-08-15,2017-08-11
O24437,L17393,12100,Closed-Won,Michael Wilson,2017-06-11,2017-07-08,2017-07-03
O24438,L17395,4444,Closed-Lost,Kristy Mathews,2017-06-16,2017-08-05,2017-08-12
O24439,L17396,4416,Closed-Lost,Andres Campbell,2017-06-08,2017-08-12,2017-08-08
O24440,L17397,18006,Closed-Lost,William Davis,2017-06-09,2017-08-08,2017-08-20
O24441,L17398,85165,Closed-Lost,James Hayden,2017-06-11,2017-07-04,2017-07-25
O24442,L17399,7517,Closed-Lost,Sheila Owen,2017-06-20,2017-09-13,2017-09-29
O24443,L17400,9406,Closed-Lost,Tracy Williams,2017-06-09,2017-07-15,2017-07-12
O24444,L17401,68070,Closed-Lost,Ian Avery,2017-06-14,2017-09-08,2017-09-28
O24445,L17402,42239,Closed-Lost,Jonathan Leblanc,2017-06-26,2017-07-24,2017-07-19
O24446,L17403,1033,Closed-Lost,Kari Peterson,2017-06-22,2017-07-20,2017-07-17
O24447,L17404,20187,Closed-Won,Daisy Hill,2017-06-22,2017-09-18,2017-09-09
O24448,L17405,787,Closed-Lost,Michael Lane,2017-06-26,2017-09-18,2017-09-23
O24449,L17406,25303,Closed-Lost,Mr. Jerry Munoz,2017-06-24,2017-08-19,2017-09-06
O24450,L17410,9324,Closed-Lost,James Davis,2017-06-19,2017-08-28,2017-09-03
O24451,L17411,76958,Closed-Won,Anna Williams,2017-06-18,2017-08-23,2017-08-14
O24452,L17412,10818,Closed-Won,Laura Fritz,2017-06-22,2017-08-13,2017-08-07
O24453,L17414,3112,Closed-Lost,Aaron Stewart,2017-06-29,2017-09-23,2017-10-06
O24454,L17415,1869,Closed-Lost,David Ashley,2017-06-16,2017-08-05,2017-09-02
O24455,L17416,16934,Closed-Won,Dennis Palmer,2017-06-16,2017-07-13,2017-07-18
O24456,L17417,22616,Closed-Lost,Mrs. Amy Macdonald,2017-06-14,2017-07-20,2017-08-11
O24457,L17418,401548,Closed-Lost,Sara Mcintosh,2017-06-27,2017-08-07,2017-08-30
O24458,L17420,224487,Closed-Lost,Johnny Lambert,2017-06-30,2017-08-05,2017-08-14
O24459,L17422,19997,Closed-Won,Stephanie Edwards,2017-06-19,2017-08-27,2017-09-16
O24460,L17425,67789,Closed-Lost,Zachary Johnson,2017-06-23,2017-08-17,2017-09-07
O24461,L17431,15815,Closed-Won,Cynthia Rivas,2017-07-03,2017-08-15,2017-08-31
O24462,L17433,14385,Closed-Lost,Jordan Cunningham,2017-06-18,2017-07-17,2017-07-28
O24463,L17434,755,Closed-Lost,Teresa Smith,2017-06-19,2017-07-30,2017-07-26
O24464,L17435,5579,Closed-Lost,Michael Johnson,2017-06-24,2017-08-08,2017-08-05
O24465,L17436,19823,Closed-Lost,Kenneth Santiago,2017-06-24,2017-08-11,2017-09-09
O24466,L17437,20413,Closed-Lost,Robert Mcconnell,2017-06-28,2017-09-25,2017-10-13
O24467,L17438,15609,Closed-Won,Dalton Clark,2017-06-26,2017-09-15,2017-09-24
O24468,L17440,12623,Closed-Lost,Andrew Sullivan,2017-07-03,2017-09-25,2017-09-23
O24469,L17442,153407,Closed-Lost,Joseph Jackson,2017-06-29,2017-09-18,2017-09-22
O24470,L17443,26747,Closed-Lost,Keith Smith,2017-06-25,2017-08-18,2017-09-05
O24471,L17445,13561,Closed-Lost,Joshua Stevens,2017-06-26,2017-08-15,2017-08-18
O24472,L17446,1188,Closed-Won,Kathryn Hurley,2017-06-29,2017-07-24,2017-07-24
O24473,L17449,11006,Closed-Lost,Lindsay Cox,2017-07-04,2017-07-28,2017-07-29
O24474,L17450,28349,Closed-Lost,Brandi Burch,2017-06-27,2017-08-06,2017-08-06
O24475,L17451,122632,Closed-Lost,Julia Campbell,2017-06-24,2017-08-14,2017-09-13
O24476,L17455,112404,Closed-Lost,Kristi Wagner,2017-06-20,2017-08-16,2017-08-18
O24477,L17456,3846,Closed-Lost,Tracy Mason,2017-07-05,2017-09-22,2017-10-10
O24478,L17457,4234,Closed-Lost,Aaron Simpson,2017-06-21,2017-09-08,2017-09-22
O24479,L17458,96960,Closed-Lost,Eric Adkins,2017-07-09,2017-10-05,2017-10-23
O24480,L17459,32986,Closed-Lost,Dr. Robert Harris DVM,2017-06-26,2017-08-21,2017-08-28
O24481,L17460,14510,Closed-Lost,Richard Watson,2017-07-07,2017-08-05,2017-08-20
O24482,L17462,2861,Closed-Lost,Cesar Rasmussen,2017-07-08,2017-09-22,2017-10-12
O24483,L17464,62373,Closed-Lost,Amanda Allen,2017-07-10,2017-10-05,2017-09-30
O24484,L17466,12274,Closed-Lost,Christopher Cortez,2017-06-30,2017-08-04,2017-08-18
O24485,L17467,17589,Closed-Lost,Jake Bird,2017-07-10,2017-08-18,2017-09-06
O24486,L17468,14899,Closed-Lost,Edward Foster,2017-07-01,2017-08-14,2017-08-11
O24487,L17470,36718,Closed-Lost,Dennis Hansen,2017-07-08,2017-09-09,2017-09-11
O24488,L17473,110351,Closed-Lost,Charles Anderson,2017-06-23,2017-09-19,2017-10-12
O24489,L17475,35919,Closed-Won,Andre Gonzalez,2017-07-03,2017-08-17,2017-08-07
O24490,L17476,18124,Closed-Lost,Rhonda Cooper,2017-07-10,2017-08-12,2017-08-14
O24491,L17477,2284,Closed-Lost,Victoria Lane,2017-07-12,2017-09-28,2017-10-25
O24492,L17479,60863,Closed-Lost,Michelle Horn,2017-06-24,2017-09-10,2017-09-20
O24493,L17480,28029,Closed-Lost,David Conley,2017-07-02,2017-08-07,2017-08-24
O24494,L17484,47413,Closed-Won,Jose Mcdaniel,2017-07-07,2017-09-17,2017-09-11
O24495,L17485,2350,Closed-Lost,Mary Smith,2017-07-12,2017-08-16,2017-09-08
O24496,L17487,4614,Closed-Lost,Joshua Coleman,2017-07-06,2017-08-08,2017-08-23
O24497,L17488,40087,Closed-Lost,Jason Novak,2017-07-13,2017-09-11,2017-10-11
O24498,L17489,5532,Closed-Lost,Jordan Vaughn,2017-07-05,2017-08-11,2017-08-25
O24499,L17491,7986,Closed-Lost,Cindy Coleman,2017-07-16,2017-09-24,2017-09-21
O24500,L17492,17858,Closed-Lost,Yolanda Nolan,2017-07-13,2017-10-09,2017-11-05
O24501,L17493,1484,Closed-Lost,Linda Ferguson,2017-07-04,2017-08-14,2017-08-25
O24502,L17496,17376,Closed-Lost,Curtis Cabrera,2017-07-02,2017-09-17,2017-10-09
O24503,L17497,5376,Closed-Won,Erica Lawrence,2017-07-18,2017-09-22,2017-10-04
O24504,L17498,25016,Closed-Lost,Christopher Rogers,2017-07-12,2017-10-01,2017-10-21
O24505,L17500,6847,Closed-Won,David Marquez,2017-07-14,2017-08-12,2017-08-03
O24506,L17501,88664,Closed-Lost,Brenda Bender,2017-07-09,2017-10-01,2017-10-22
O24507,L17502,26249,Closed-Lost,Amber Browning,2017-07-11,2017-09-06,2017-10-03
O24508,L17503,15560,Closed-Lost,Mrs. Deanna Atkins,2017-07-11,2017-09-21,2017-10-09
O24509,L17504,6818,Closed-Lost,David Johnson,2017-07-11,2017-08-12,2017-08-18
O24510,L17505,3296,Closed-Lost,Nicholas George,2017-07-07,2017-08-19,2017-09-06
O24511,L17506,3785,Closed-Lost,Kurt Mitchell,2017-07-10,2017-08-09,2017-08-27
O24512,L17507,131670,Closed-Lost,Lisa Warren,2017-07-19,2017-10-17,2017-10-20
O24513,L17508,18423,Closed-Lost,Grant Day,2017-07-19,2017-09-01,2017-09-17
O24514,L17510,5415,Closed-Lost,Jared Washington,2017-07-06,2017-09-05,2017-09-21
O24515,L17512,30924,Closed-Lost,Erin Mitchell,2017-07-05,2017-09-13,2017-09-16
O24516,L17514,1888,Closed-Lost,Gregory Harris,2017-07-12,2017-08-18,2017-08-15
O24517,L17519,90342,Closed-Lost,Sarah Bender,2017-07-14,2017-08-10,2017-08-20
O24518,L17521,22231,Closed-Won,James Owens,2017-07-12,2017-10-04,2017-09-28
O24519,L17523,3566,Closed-Won,Jessica Wood,2017-07-05,2017-09-12,2017-09-04
O24520,L17524,18728,Closed-Won,Miss Karen Barnes,2017-07-16,2017-10-06,2017-10-20
O24521,L17525,33859,Closed-Won,Mark Griffin Jr.,2017-07-16,2017-08-26,2017-09-14
O24522,L17527,2083,Closed-Lost,Scott Nunez,2017-07-21,2017-10-13,2017-10-16
O24523,L17529,25193,Closed-Lost,Tiffany Moreno,2017-07-10,2017-08-27,2017-08-31
O24524,L17533,58760,Closed-Lost,Vanessa Floyd,2017-07-16,2017-09-13,2017-09-11
O24525,L17535,1008,Closed-Lost,Patricia Brooks,2017-07-16,2017-08-28,2017-08-26
O24526,L17536,22687,Closed-Won,Jody Stanley,2017-07-07,2017-09-14,2017-09-13
O24527,L17537,2059,Closed-Lost,Shawn Foster,2017-07-08,2017-10-02,2017-09-30
O24528,L17538,15973,Closed-Lost,Rhonda Cooper,2017-07-12,2017-10-04,2017-10-21
O24529,L17539,5541,Closed-Lost,Ashley Wilson,2017-07-20,2017-09-24,2017-10-07
O24530,L17540,68128,Closed-Lost,Gary Waller,2017-07-17,2017-09-14,2017-09-10
O24531,L17542,5858,Closed-Lost,Kyle Myers,2017-07-11,2017-08-30,2017-09-18
O24532,L17543,17832,Closed-Won,Stacy Gordon,2017-07-14,2017-10-10,2017-10-24
O24533,L17545,17352,Closed-Lost,Carl White,2017-07-13,2017-09-03,2017-09-17
O24534,L17548,1564,Closed-Lost,Mr. Anthony Whitaker MD,2017-07-11,2017-09-19,2017-10-17
O24535,L17549,2079,Closed-Lost,Vickie Moore,2017-07-21,2017-08-22,2017-09-15
O24536,L17552,43677,Closed-Won,Carrie Christian,2017-07-23,2017-10-10,2017-10-01
O24537,L17554,7118,Closed-Lost,Tamara Miller,2017-07-18,2017-10-09,2017-11-08
O24538,L17557,10877,Closed-Won,Tyler Robinson,2017-07-27,2017-08-23,2017-09-09
O24539,L17559,5765,Closed-Lost,Edward Contreras,2017-07-17,2017-09-15,2017-10-01
O24540,L17560,9260,Closed-Lost,Kevin Robinson,2017-07-21,2017-10-15,2017-10-28
O24541,L17561,126797,Closed-Lost,Lori Villanueva,2017-07-21,2017-10-10,2017-10-18
O24542,L17562,9667,Closed-Lost,Kyle Jones,2017-07-14,2017-10-06,2017-11-05
O24543,L17566,48959,Closed-Won,Heather Wilson,2017-07-28,2017-10-10,2017-10-27
O24544,L17568,18203,Closed-Lost,Heather Miller,2017-07-18,2017-08-15,2017-09-13
O24545,L17569,1928,Closed-Won,Olivia Mendez,2017-07-31,2017-10-26,2017-10-30
O24546,L17570,4055,Closed-Lost,Jennifer Mendez,2017-07-29,2017-09-26,2017-10-01
O24547,L17571,10994,Closed-Won,Patricia Stephens,2017-07-17,2017-09-02,2017-09-03
O24548,L17572,1974,Closed-Lost,Anita Martin,2017-07-24,2017-09-23,2017-10-19
O24549,L17574,32802,Closed-Lost,Aaron Hernandez MD,2017-07-14,2017-09-08,2017-10-04
O24550,L17575,7753,Closed-Lost,Matthew Harrison,2017-07-27,2017-10-16,2017-10-24
O24551,L17576,15820,Closed-Won,Angela Hartman,2017-07-20,2017-09-24,2017-10-07
O24552,L17577,20537,Closed-Lost,Kyle Miller,2017-07-16,2017-10-05,2017-10-03
O24553,L17581,3918,Closed-Lost,Linda Stewart,2017-07-28,2017-09-22,2017-10-15
O24554,L17582,77857,Closed-Lost,Jennifer Thompson,2017-08-01,2017-09-14,2017-09-29
O24555,L17584,1577,Closed-Lost,Tyler Patterson,2017-07-15,2017-09-15,2017-10-12
O24556,L17585,750,Closed-Lost,Mr. Nicholas Reynolds,2017-07-28,2017-09-18,2017-09-30
O24557,L17588,66812,Closed-Won,Brian Ballard,2017-07-28,2017-09-27,2017-10-06
O24558,L17592,48705,Closed-Lost,Chad Cole,2017-07-30,2017-09-07,2017-09-04
O24559,L17594,37443,Closed-Lost,Susan Smith,2017-07-26,2017-08-19,2017-08-19
O24560,L17595,32628,Closed-Lost,Ashley Davis,2017-08-02,2017-09-27,2017-10-09
O24561,L17597,2995,Closed-Lost,Jennifer Marshall,2017-08-03,2017-09-27,2017-10-10
O24562,L17598,5046,Closed-Lost,Stephanie Duke,2017-08-04,2017-10-31,2017-11-26
O24563,L17599,4735,Closed-Lost,Sandra Carson,2017-08-07,2017-09-27,2017-10-13
O24564,L17600,14789,Closed-Lost,Richard Rodriguez,2017-08-06,2017-08-28,2017-09-24
O24565,L17601,23893,Closed-Won,Timothy Briggs,2017-07-22,2017-08-14,2017-08-17
O24566,L17606,50724,Closed-Lost,Mrs. Margaret Fletcher MD,2017-07-23,2017-10-01,2017-10-17
O24567,L17607,9982,Closed-Lost,Frank Hubbard,2017-07-24,2017-08-23,2017-09-19
O24568,L17608,6334,Closed-Lost,Allison Sanders,2017-07-27,2017-09-21,2017-10-17
O24569,L17612,6495,Closed-Lost,Matthew Powell,2017-08-02,2017-10-22,2017-10-25
O24570,L17613,14901,Closed-Lost,Russell Hampton,2017-07-28,2017-08-22,2017-09-07
O24571,L17614,7639,Closed-Lost,Haley Sharp,2017-07-26,2017-09-05,2017-09-10
O24572,L17616,5437,Closed-Lost,Laura Anderson,2017-07-28,2017-09-30,2017-10-17
O24573,L17618,11386,Closed-Lost,Aaron Horn,2017-07-30,2017-10-14,2017-10-26
O24574,L17619,30333,Closed-Lost,Abigail Hanson,2017-08-02,2017-10-15,2017-11-11
O24575,L17623,22923,Closed-Lost,Tracy Lambert,2017-07-26,2017-09-10,2017-09-19
O24576,L17624,10472,Closed-Lost,Brianna Garcia,2017-08-09,2017-09-06,2017-09-02
O24577,L17626,165477,Closed-Lost,Erik Garcia,2017-08-06,2017-09-12,2017-09-23
O24578,L17630,38068,Closed-Lost,Jane Gregory,2017-08-12,2017-10-08,2017-10-04
O24579,L17632,2327,Closed-Lost,Malik Ford,2017-08-03,2017-10-01,2017-10-25
O24580,L17633,11724,Closed-Lost,Wayne Blankenship,2017-07-29,2017-09-27,2017-10-12
O24581,L17634,4625,Closed-Won,Gregory Carter,2017-08-10,2017-09-04,2017-09-09
O24582,L17635,178305,Closed-Lost,Anthony Blevins,2017-08-07,2017-10-12,2017-11-03
O24583,L17637,7149,Closed-Won,Kelly Snyder MD,2017-08-14,2017-09-28,2017-09-29
O24584,L17641,7744,Closed-Lost,Jacob Gross Jr.,2017-08-08,2017-09-27,2017-10-23
O24585,L17642,18312,Closed-Lost,Lori Fernandez,2017-08-02,2017-10-21,2017-11-07
O24586,L17644,27307,Closed-Lost,Arthur Lloyd,2017-08-15,2017-10-29,2017-11-02
O24587,L17645,21918,Closed-Lost,Thomas Mercer,2017-08-13,2017-09-27,2017-10-16
O24588,L17646,97843,Closed-Won,Nancy Thomas,2017-08-14,2017-10-22,2017-11-07
O24589,L17648,9594,Closed-Won,Leslie Waller,2017-08-05,2017-10-07,2017-10-22
O24590,L17651,66728,Closed-Lost,Daniel Holland,2017-08-17,2017-09-11,2017-09-29
O24591,L17652,119530,Closed-Lost,Donna Washington,2017-08-15,2017-09-28,2017-10-23
O24592,L17653,21684,Closed-Lost,Jennifer Lewis,2017-08-01,2017-09-17,2017-09-29
O24593,L17654,57492,Closed-Won,Megan West,2017-08-04,2017-08-26,2017-08-18
O24594,L17658,10896,Closed-Won,Carlos Smith,2017-08-03,2017-09-27,2017-10-10
O24595,L17659,21623,Closed-Lost,Steven Sullivan,2017-07-31,2017-10-20,2017-11-10
O24596,L17660,40756,Closed-Lost,Tonya Watson,2017-08-05,2017-10-09,2017-10-05
O24597,L17661,5662,Closed-Lost,John Wallace,2017-08-16,2017-10-19,2017-11-07
O24598,L17664,18707,Closed-Lost,Edward Warren,2017-08-02,2017-10-01,2017-10-11
O24599,L17665,26394,Closed-Lost,Michelle Ramirez,2017-08-07,2017-10-28,2017-11-11
O24600,L17667,6782,Closed-Lost,Shannon Hayden,2017-08-16,2017-09-09,2017-10-09
O24601,L17668,8956,Closed-Lost,Jonathan Young,2017-08-18,2017-09-24,2017-10-23
O24602,L17669,358,Closed-Won,Kelsey Stafford,2017-08-04,2017-09-26,2017-10-12
O24603,L17670,70949,Closed-Lost,Benjamin King,2017-08-03,2017-10-08,2017-10-12
O24604,L17672,27834,Closed-Won,Austin Hernandez,2017-08-06,2017-10-22,2017-11-09
O24605,L17676,32580,Closed-Lost,Jessica Carrillo,2017-08-12,2017-10-13,2017-11-10
O24606,L17678,115079,Closed-Lost,David Williams,2017-08-21,2017-11-12,2017-11-07
